"VIC_AGE_GROUP","VIC_RACE","VIC_SEX","Borough","TotalPop","Men","Women","Hispanic","White","Black","Native","Asian","Income","Poverty","Transit","Unemployment"
"18-24","ASIAN / PACIFIC ISLANDER","M","Queens",4994,2384,2610,9,37.1,2.9,0,46,82981,9.3,22.2,5.7
"25-44","WHITE","M","Queens",4994,2384,2610,9,37.1,2.9,0,46,82981,9.3,22.2,5.7
"25-44","BLACK","M","Queens",4994,2384,2610,9,37.1,2.9,0,46,82981,9.3,22.2,5.7
"25-44","BLACK","M","Queens",4994,2384,2610,9,37.1,2.9,0,46,82981,9.3,22.2,5.7
"25-44","BLACK","M","Queens",4994,2384,2610,9,37.1,2.9,0,46,82981,9.3,22.2,5.7
"18-24","BLACK","M","Queens",3852,1779,2073,4.1,42.6,0,0,53.3,76330,5.4,23.5,9.7
"<18","ASIAN / PACIFIC ISLANDER","M","Queens",7859,3668,4191,12.8,30,3.3,0,52,82004,10.6,24.2,5.8
"18-24","BLACK","M","Queens",5230,2192,3038,7.2,1.6,87.2,0,2.8,63156,10.7,43.4,9.1
"25-44","BLACK","M","Queens",5230,2192,3038,7.2,1.6,87.2,0,2.8,63156,10.7,43.4,9.1
"18-24","BLACK","M","Queens",5230,2192,3038,7.2,1.6,87.2,0,2.8,63156,10.7,43.4,9.1
"25-44","BLACK","M","Queens",5230,2192,3038,7.2,1.6,87.2,0,2.8,63156,10.7,43.4,9.1
"25-44","BLACK","M","Queens",5230,2192,3038,7.2,1.6,87.2,0,2.8,63156,10.7,43.4,9.1
"<18","BLACK","M","Queens",5230,2192,3038,7.2,1.6,87.2,0,2.8,63156,10.7,43.4,9.1
"<18","BLACK","M","Queens",4113,2012,2101,8.2,4.9,80.9,0.3,4.8,104112,12.6,30.5,3.9
"18-24","BLACK","M","Queens",4113,2012,2101,8.2,4.9,80.9,0.3,4.8,104112,12.6,30.5,3.9
"25-44","BLACK","M","Queens",1321,572,749,7.3,4,83.8,0,0,101473,2,43.7,5.2
"18-24","BLACK","M","Queens",1653,779,874,6.8,1,90.3,0,1.6,77813,4.7,43.3,5.6
"25-44","BLACK","M","Queens",1653,779,874,6.8,1,90.3,0,1.6,77813,4.7,43.3,5.6
"25-44","BLACK","M","Queens",3565,1662,1903,12.1,1,79.1,0.4,3.6,76227,6.9,42.5,15
"25-44","BLACK","M","Queens",3565,1662,1903,12.1,1,79.1,0.4,3.6,76227,6.9,42.5,15
"25-44","BLACK","M","Queens",3565,1662,1903,12.1,1,79.1,0.4,3.6,76227,6.9,42.5,15
"25-44","BLACK","M","Queens",3565,1662,1903,12.1,1,79.1,0.4,3.6,76227,6.9,42.5,15
"25-44","BLACK","M","Queens",3565,1662,1903,12.1,1,79.1,0.4,3.6,76227,6.9,42.5,15
"25-44","BLACK","M","Queens",4439,2255,2184,21.1,6.3,66.1,0,4.4,64858,7.3,29.2,13.1
"18-24","BLACK","M","Queens",1363,819,544,14.1,22.5,21.5,0,40.8,57500,30.9,18.9,3.4
"18-24","WHITE HISPANIC","M","Queens",4311,2176,2135,5.7,79.1,14.6,0,0.3,41172,22.3,23.2,7.3
"18-24","BLACK","M","Queens",3674,1610,2064,11.7,5.4,81.8,0,0.5,93906,5.4,39.7,6.5
"25-44","BLACK","M","Queens",3674,1610,2064,11.7,5.4,81.8,0,0.5,93906,5.4,39.7,6.5
"25-44","BLACK","M","Queens",3674,1610,2064,11.7,5.4,81.8,0,0.5,93906,5.4,39.7,6.5
"25-44","BLACK","M","Queens",3674,1610,2064,11.7,5.4,81.8,0,0.5,93906,5.4,39.7,6.5
"25-44","BLACK","M","Queens",3674,1610,2064,11.7,5.4,81.8,0,0.5,93906,5.4,39.7,6.5
"25-44","BLACK","M","Queens",3674,1610,2064,11.7,5.4,81.8,0,0.5,93906,5.4,39.7,6.5
"25-44","BLACK","M","Queens",3674,1610,2064,11.7,5.4,81.8,0,0.5,93906,5.4,39.7,6.5
"25-44","BLACK","M","Queens",3674,1610,2064,11.7,5.4,81.8,0,0.5,93906,5.4,39.7,6.5
"18-24","BLACK","M","Queens",3674,1610,2064,11.7,5.4,81.8,0,0.5,93906,5.4,39.7,6.5
"18-24","BLACK","M","Queens",3674,1610,2064,11.7,5.4,81.8,0,0.5,93906,5.4,39.7,6.5
"18-24","BLACK","M","Queens",3674,1610,2064,11.7,5.4,81.8,0,0.5,93906,5.4,39.7,6.5
"18-24","BLACK","M","Queens",3674,1610,2064,11.7,5.4,81.8,0,0.5,93906,5.4,39.7,6.5
"18-24","BLACK","F","Queens",3674,1610,2064,11.7,5.4,81.8,0,0.5,93906,5.4,39.7,6.5
"18-24","BLACK","M","Queens",3674,1610,2064,11.7,5.4,81.8,0,0.5,93906,5.4,39.7,6.5
"25-44","BLACK","M","Queens",3674,1610,2064,11.7,5.4,81.8,0,0.5,93906,5.4,39.7,6.5
"25-44","BLACK","M","Queens",3674,1610,2064,11.7,5.4,81.8,0,0.5,93906,5.4,39.7,6.5
"18-24","BLACK HISPANIC","M","Queens",3674,1610,2064,11.7,5.4,81.8,0,0.5,93906,5.4,39.7,6.5
"18-24","BLACK","M","Queens",3674,1610,2064,11.7,5.4,81.8,0,0.5,93906,5.4,39.7,6.5
"25-44","BLACK","M","Queens",3674,1610,2064,11.7,5.4,81.8,0,0.5,93906,5.4,39.7,6.5
"25-44","BLACK","M","Queens",3674,1610,2064,11.7,5.4,81.8,0,0.5,93906,5.4,39.7,6.5
"45-64","ASIAN / PACIFIC ISLANDER","M","Queens",3674,1610,2064,11.7,5.4,81.8,0,0.5,93906,5.4,39.7,6.5
"25-44","BLACK","M","Queens",3674,1610,2064,11.7,5.4,81.8,0,0.5,93906,5.4,39.7,6.5
"25-44","BLACK","M","Queens",3121,1497,1624,4.9,0.6,92.7,0,0,84393,8.8,46.3,12.3
"18-24","BLACK","M","Queens",3121,1497,1624,4.9,0.6,92.7,0,0,84393,8.8,46.3,12.3
"18-24","BLACK","M","Queens",3121,1497,1624,4.9,0.6,92.7,0,0,84393,8.8,46.3,12.3
"18-24","BLACK","M","Queens",3121,1497,1624,4.9,0.6,92.7,0,0,84393,8.8,46.3,12.3
"25-44","WHITE","M","Queens",3121,1497,1624,4.9,0.6,92.7,0,0,84393,8.8,46.3,12.3
"25-44","BLACK","M","Queens",3121,1497,1624,4.9,0.6,92.7,0,0,84393,8.8,46.3,12.3
"18-24","BLACK","M","Queens",3121,1497,1624,4.9,0.6,92.7,0,0,84393,8.8,46.3,12.3
"18-24","BLACK","M","Queens",3121,1497,1624,4.9,0.6,92.7,0,0,84393,8.8,46.3,12.3
"18-24","BLACK","M","Queens",3121,1497,1624,4.9,0.6,92.7,0,0,84393,8.8,46.3,12.3
"25-44","BLACK","M","Queens",3121,1497,1624,4.9,0.6,92.7,0,0,84393,8.8,46.3,12.3
"25-44","BLACK","M","Queens",3121,1497,1624,4.9,0.6,92.7,0,0,84393,8.8,46.3,12.3
"45-64","BLACK","M","Queens",3121,1497,1624,4.9,0.6,92.7,0,0,84393,8.8,46.3,12.3
"25-44","BLACK","M","Queens",3121,1497,1624,4.9,0.6,92.7,0,0,84393,8.8,46.3,12.3
"18-24","BLACK","M","Queens",3121,1497,1624,4.9,0.6,92.7,0,0,84393,8.8,46.3,12.3
"18-24","BLACK","M","Queens",3121,1497,1624,4.9,0.6,92.7,0,0,84393,8.8,46.3,12.3
"18-24","BLACK","M","Queens",3121,1497,1624,4.9,0.6,92.7,0,0,84393,8.8,46.3,12.3
"18-24","WHITE HISPANIC","M","Queens",3121,1497,1624,4.9,0.6,92.7,0,0,84393,8.8,46.3,12.3
"18-24","BLACK","M","Queens",3121,1497,1624,4.9,0.6,92.7,0,0,84393,8.8,46.3,12.3
"18-24","BLACK","M","Queens",3121,1497,1624,4.9,0.6,92.7,0,0,84393,8.8,46.3,12.3
"18-24","BLACK","M","Queens",1876,931,945,1.1,4,90.4,0,0.5,60938,3.6,37.2,5
"25-44","BLACK","M","Queens",1876,931,945,1.1,4,90.4,0,0.5,60938,3.6,37.2,5
"25-44","BLACK","M","Queens",1876,931,945,1.1,4,90.4,0,0.5,60938,3.6,37.2,5
"25-44","BLACK","M","Queens",1876,931,945,1.1,4,90.4,0,0.5,60938,3.6,37.2,5
"25-44","BLACK","M","Queens",1876,931,945,1.1,4,90.4,0,0.5,60938,3.6,37.2,5
"<18","BLACK","M","Queens",1876,931,945,1.1,4,90.4,0,0.5,60938,3.6,37.2,5
"25-44","BLACK","M","Queens",1876,931,945,1.1,4,90.4,0,0.5,60938,3.6,37.2,5
"25-44","BLACK","M","Queens",1876,931,945,1.1,4,90.4,0,0.5,60938,3.6,37.2,5
"25-44","BLACK","M","Queens",1876,931,945,1.1,4,90.4,0,0.5,60938,3.6,37.2,5
"18-24","BLACK","M","Queens",1876,931,945,1.1,4,90.4,0,0.5,60938,3.6,37.2,5
"25-44","BLACK","M","Queens",1876,931,945,1.1,4,90.4,0,0.5,60938,3.6,37.2,5
"<18","BLACK","M","Queens",1876,931,945,1.1,4,90.4,0,0.5,60938,3.6,37.2,5
"18-24","BLACK","M","Queens",1876,931,945,1.1,4,90.4,0,0.5,60938,3.6,37.2,5
"18-24","BLACK","F","Queens",1876,931,945,1.1,4,90.4,0,0.5,60938,3.6,37.2,5
"25-44","BLACK","M","Queens",1876,931,945,1.1,4,90.4,0,0.5,60938,3.6,37.2,5
"25-44","BLACK","M","Queens",1876,931,945,1.1,4,90.4,0,0.5,60938,3.6,37.2,5
"25-44","BLACK","M","Queens",1876,931,945,1.1,4,90.4,0,0.5,60938,3.6,37.2,5
"18-24","BLACK","M","Queens",1876,931,945,1.1,4,90.4,0,0.5,60938,3.6,37.2,5
"25-44","BLACK","M","Queens",1876,931,945,1.1,4,90.4,0,0.5,60938,3.6,37.2,5
"18-24","BLACK","M","Queens",1876,931,945,1.1,4,90.4,0,0.5,60938,3.6,37.2,5
"25-44","BLACK","F","Queens",1876,931,945,1.1,4,90.4,0,0.5,60938,3.6,37.2,5
"18-24","BLACK","M","Queens",1876,931,945,1.1,4,90.4,0,0.5,60938,3.6,37.2,5
"18-24","BLACK","M","Queens",1528,689,839,3.1,2.2,93,0,0,104500,6.8,27.8,5.6
"25-44","WHITE HISPANIC","M","Queens",1528,689,839,3.1,2.2,93,0,0,104500,6.8,27.8,5.6
"25-44","BLACK","M","Queens",1528,689,839,3.1,2.2,93,0,0,104500,6.8,27.8,5.6
"25-44","BLACK","M","Queens",1528,689,839,3.1,2.2,93,0,0,104500,6.8,27.8,5.6
"18-24","BLACK","M","Queens",1465,673,792,4.2,1.3,94,0,0,74583,1.7,36.8,10.5
"18-24","BLACK","M","Queens",1465,673,792,4.2,1.3,94,0,0,74583,1.7,36.8,10.5
"18-24","BLACK","M","Queens",1465,673,792,4.2,1.3,94,0,0,74583,1.7,36.8,10.5
"25-44","BLACK","M","Queens",1465,673,792,4.2,1.3,94,0,0,74583,1.7,36.8,10.5
"45-64","BLACK","M","Queens",1465,673,792,4.2,1.3,94,0,0,74583,1.7,36.8,10.5
"18-24","BLACK","M","Queens",1465,673,792,4.2,1.3,94,0,0,74583,1.7,36.8,10.5
"18-24","BLACK","M","Queens",1465,673,792,4.2,1.3,94,0,0,74583,1.7,36.8,10.5
"18-24","BLACK","M","Queens",1465,673,792,4.2,1.3,94,0,0,74583,1.7,36.8,10.5
"25-44","BLACK","M","Queens",1465,673,792,4.2,1.3,94,0,0,74583,1.7,36.8,10.5
"25-44","BLACK","M","Queens",1465,673,792,4.2,1.3,94,0,0,74583,1.7,36.8,10.5
"25-44","BLACK","M","Queens",1465,673,792,4.2,1.3,94,0,0,74583,1.7,36.8,10.5
"18-24","BLACK","M","Queens",1465,673,792,4.2,1.3,94,0,0,74583,1.7,36.8,10.5
"<18","BLACK","M","Queens",1465,673,792,4.2,1.3,94,0,0,74583,1.7,36.8,10.5
"18-24","BLACK","M","Queens",1465,673,792,4.2,1.3,94,0,0,74583,1.7,36.8,10.5
"25-44","BLACK","M","Queens",3565,1662,1903,12.1,1,79.1,0.4,3.6,76227,6.9,42.5,15
"25-44","BLACK","M","Queens",3565,1662,1903,12.1,1,79.1,0.4,3.6,76227,6.9,42.5,15
"18-24","BLACK","M","Queens",3565,1662,1903,12.1,1,79.1,0.4,3.6,76227,6.9,42.5,15
"25-44","BLACK","M","Queens",3565,1662,1903,12.1,1,79.1,0.4,3.6,76227,6.9,42.5,15
"25-44","BLACK","M","Queens",3565,1662,1903,12.1,1,79.1,0.4,3.6,76227,6.9,42.5,15
"25-44","BLACK","M","Queens",3565,1662,1903,12.1,1,79.1,0.4,3.6,76227,6.9,42.5,15
"25-44","BLACK","M","Queens",3565,1662,1903,12.1,1,79.1,0.4,3.6,76227,6.9,42.5,15
"25-44","BLACK","M","Queens",3565,1662,1903,12.1,1,79.1,0.4,3.6,76227,6.9,42.5,15
"25-44","BLACK","M","Queens",3565,1662,1903,12.1,1,79.1,0.4,3.6,76227,6.9,42.5,15
"25-44","BLACK","M","Queens",3565,1662,1903,12.1,1,79.1,0.4,3.6,76227,6.9,42.5,15
"25-44","ASIAN / PACIFIC ISLANDER","M","Queens",3565,1662,1903,12.1,1,79.1,0.4,3.6,76227,6.9,42.5,15
"18-24","BLACK","M","Queens",3565,1662,1903,12.1,1,79.1,0.4,3.6,76227,6.9,42.5,15
"25-44","BLACK","M","Queens",3565,1662,1903,12.1,1,79.1,0.4,3.6,76227,6.9,42.5,15
"25-44","WHITE HISPANIC","M","Queens",4439,2255,2184,21.1,6.3,66.1,0,4.4,64858,7.3,29.2,13.1
"18-24","BLACK","M","Queens",4439,2255,2184,21.1,6.3,66.1,0,4.4,64858,7.3,29.2,13.1
"18-24","BLACK","M","Queens",4439,2255,2184,21.1,6.3,66.1,0,4.4,64858,7.3,29.2,13.1
"18-24","BLACK","M","Queens",4439,2255,2184,21.1,6.3,66.1,0,4.4,64858,7.3,29.2,13.1
"18-24","BLACK","M","Queens",4439,2255,2184,21.1,6.3,66.1,0,4.4,64858,7.3,29.2,13.1
"25-44","BLACK","M","Queens",4439,2255,2184,21.1,6.3,66.1,0,4.4,64858,7.3,29.2,13.1
"18-24","BLACK","M","Queens",4439,2255,2184,21.1,6.3,66.1,0,4.4,64858,7.3,29.2,13.1
"18-24","BLACK","M","Queens",4439,2255,2184,21.1,6.3,66.1,0,4.4,64858,7.3,29.2,13.1
"25-44","BLACK","M","Queens",4439,2255,2184,21.1,6.3,66.1,0,4.4,64858,7.3,29.2,13.1
"<18","BLACK","M","Queens",4439,2255,2184,21.1,6.3,66.1,0,4.4,64858,7.3,29.2,13.1
"25-44","BLACK","M","Queens",4439,2255,2184,21.1,6.3,66.1,0,4.4,64858,7.3,29.2,13.1
"25-44","ASIAN / PACIFIC ISLANDER","M","Queens",4439,2255,2184,21.1,6.3,66.1,0,4.4,64858,7.3,29.2,13.1
"18-24","BLACK","M","Queens",4439,2255,2184,21.1,6.3,66.1,0,4.4,64858,7.3,29.2,13.1
"25-44","BLACK","M","Queens",4439,2255,2184,21.1,6.3,66.1,0,4.4,64858,7.3,29.2,13.1
"25-44","BLACK","M","Queens",4439,2255,2184,21.1,6.3,66.1,0,4.4,64858,7.3,29.2,13.1
"25-44","BLACK","M","Queens",4439,2255,2184,21.1,6.3,66.1,0,4.4,64858,7.3,29.2,13.1
"45-64","ASIAN / PACIFIC ISLANDER","M","Queens",4439,2255,2184,21.1,6.3,66.1,0,4.4,64858,7.3,29.2,13.1
"25-44","BLACK","M","Queens",4439,2255,2184,21.1,6.3,66.1,0,4.4,64858,7.3,29.2,13.1
"25-44","BLACK","M","Queens",4439,2255,2184,21.1,6.3,66.1,0,4.4,64858,7.3,29.2,13.1
"25-44","WHITE HISPANIC","M","Queens",4439,2255,2184,21.1,6.3,66.1,0,4.4,64858,7.3,29.2,13.1
"18-24","BLACK","M","Queens",7167,3564,3603,26,18.9,4.7,0,44.8,67425,11.9,26.3,7.7
"18-24","BLACK","M","Queens",7167,3564,3603,26,18.9,4.7,0,44.8,67425,11.9,26.3,7.7
"18-24","BLACK","M","Queens",7167,3564,3603,26,18.9,4.7,0,44.8,67425,11.9,26.3,7.7
"25-44","BLACK","M","Queens",7167,3564,3603,26,18.9,4.7,0,44.8,67425,11.9,26.3,7.7
"18-24","BLACK","M","Queens",7167,3564,3603,26,18.9,4.7,0,44.8,67425,11.9,26.3,7.7
"18-24","BLACK","M","Queens",7167,3564,3603,26,18.9,4.7,0,44.8,67425,11.9,26.3,7.7
"18-24","BLACK","M","Queens",7167,3564,3603,26,18.9,4.7,0,44.8,67425,11.9,26.3,7.7
"25-44","BLACK","M","Queens",7167,3564,3603,26,18.9,4.7,0,44.8,67425,11.9,26.3,7.7
"18-24","BLACK","M","Queens",7167,3564,3603,26,18.9,4.7,0,44.8,67425,11.9,26.3,7.7
"18-24","BLACK","M","Queens",7167,3564,3603,26,18.9,4.7,0,44.8,67425,11.9,26.3,7.7
"25-44","ASIAN / PACIFIC ISLANDER","M","Queens",7167,3564,3603,26,18.9,4.7,0,44.8,67425,11.9,26.3,7.7
"18-24","BLACK","M","Queens",7167,3564,3603,26,18.9,4.7,0,44.8,67425,11.9,26.3,7.7
"18-24","BLACK","M","Queens",7167,3564,3603,26,18.9,4.7,0,44.8,67425,11.9,26.3,7.7
"25-44","WHITE","M","Queens",7167,3564,3603,26,18.9,4.7,0,44.8,67425,11.9,26.3,7.7
"18-24","BLACK","M","Queens",7167,3564,3603,26,18.9,4.7,0,44.8,67425,11.9,26.3,7.7
"18-24","BLACK","M","Queens",7167,3564,3603,26,18.9,4.7,0,44.8,67425,11.9,26.3,7.7
"25-44","BLACK","M","Queens",7167,3564,3603,26,18.9,4.7,0,44.8,67425,11.9,26.3,7.7
"18-24","BLACK","M","Queens",7167,3564,3603,26,18.9,4.7,0,44.8,67425,11.9,26.3,7.7
"65+","BLACK","M","Queens",7167,3564,3603,26,18.9,4.7,0,44.8,67425,11.9,26.3,7.7
"25-44","BLACK","M","Queens",7167,3564,3603,26,18.9,4.7,0,44.8,67425,11.9,26.3,7.7
"25-44","BLACK","M","Queens",7167,3564,3603,26,18.9,4.7,0,44.8,67425,11.9,26.3,7.7
"<18","BLACK","M","Queens",7167,3564,3603,26,18.9,4.7,0,44.8,67425,11.9,26.3,7.7
"18-24","BLACK","M","Queens",7167,3564,3603,26,18.9,4.7,0,44.8,67425,11.9,26.3,7.7
"<18","BLACK","M","Queens",7167,3564,3603,26,18.9,4.7,0,44.8,67425,11.9,26.3,7.7
"18-24","BLACK","M","Queens",7167,3564,3603,26,18.9,4.7,0,44.8,67425,11.9,26.3,7.7
"18-24","BLACK","M","Queens",7167,3564,3603,26,18.9,4.7,0,44.8,67425,11.9,26.3,7.7
"18-24","BLACK","M","Queens",7167,3564,3603,26,18.9,4.7,0,44.8,67425,11.9,26.3,7.7
"18-24","BLACK","M","Queens",7167,3564,3603,26,18.9,4.7,0,44.8,67425,11.9,26.3,7.7
"<18","BLACK","M","Queens",7167,3564,3603,26,18.9,4.7,0,44.8,67425,11.9,26.3,7.7
"25-44","BLACK","M","Queens",7167,3564,3603,26,18.9,4.7,0,44.8,67425,11.9,26.3,7.7
"25-44","BLACK","M","Queens",7167,3564,3603,26,18.9,4.7,0,44.8,67425,11.9,26.3,7.7
"18-24","BLACK","M","Queens",7167,3564,3603,26,18.9,4.7,0,44.8,67425,11.9,26.3,7.7
"18-24","BLACK","M","Queens",7167,3564,3603,26,18.9,4.7,0,44.8,67425,11.9,26.3,7.7
"18-24","BLACK","M","Queens",7167,3564,3603,26,18.9,4.7,0,44.8,67425,11.9,26.3,7.7
"25-44","BLACK","M","Queens",7167,3564,3603,26,18.9,4.7,0,44.8,67425,11.9,26.3,7.7
"25-44","BLACK","M","Queens",7167,3564,3603,26,18.9,4.7,0,44.8,67425,11.9,26.3,7.7
"25-44","BLACK","M","Queens",4311,2176,2135,5.7,79.1,14.6,0,0.3,41172,22.3,23.2,7.3
"18-24","BLACK","M","Queens",4311,2176,2135,5.7,79.1,14.6,0,0.3,41172,22.3,23.2,7.3
"18-24","BLACK","M","Queens",4311,2176,2135,5.7,79.1,14.6,0,0.3,41172,22.3,23.2,7.3
"25-44","BLACK","M","Queens",4311,2176,2135,5.7,79.1,14.6,0,0.3,41172,22.3,23.2,7.3
"25-44","BLACK","F","Queens",4311,2176,2135,5.7,79.1,14.6,0,0.3,41172,22.3,23.2,7.3
"<18","BLACK","M","Queens",4311,2176,2135,5.7,79.1,14.6,0,0.3,41172,22.3,23.2,7.3
"25-44","BLACK","M","Queens",4311,2176,2135,5.7,79.1,14.6,0,0.3,41172,22.3,23.2,7.3
"25-44","BLACK","M","Queens",4311,2176,2135,5.7,79.1,14.6,0,0.3,41172,22.3,23.2,7.3
"25-44","BLACK","M","Queens",4311,2176,2135,5.7,79.1,14.6,0,0.3,41172,22.3,23.2,7.3
"25-44","BLACK","M","Queens",4311,2176,2135,5.7,79.1,14.6,0,0.3,41172,22.3,23.2,7.3
"45-64","BLACK","M","Queens",4311,2176,2135,5.7,79.1,14.6,0,0.3,41172,22.3,23.2,7.3
"18-24","BLACK HISPANIC","M","Queens",4311,2176,2135,5.7,79.1,14.6,0,0.3,41172,22.3,23.2,7.3
"18-24","BLACK","M","Queens",4311,2176,2135,5.7,79.1,14.6,0,0.3,41172,22.3,23.2,7.3
"25-44","BLACK","M","Queens",7195,3647,3548,34.3,37.2,23.2,1.5,1.1,47935,15.9,36.3,8.1
"18-24","BLACK","M","Queens",7195,3647,3548,34.3,37.2,23.2,1.5,1.1,47935,15.9,36.3,8.1
"<18","BLACK","M","Queens",7195,3647,3548,34.3,37.2,23.2,1.5,1.1,47935,15.9,36.3,8.1
"25-44","BLACK","M","Queens",7195,3647,3548,34.3,37.2,23.2,1.5,1.1,47935,15.9,36.3,8.1
"18-24","BLACK","M","Queens",7195,3647,3548,34.3,37.2,23.2,1.5,1.1,47935,15.9,36.3,8.1
"<18","BLACK","M","Queens",7195,3647,3548,34.3,37.2,23.2,1.5,1.1,47935,15.9,36.3,8.1
"25-44","BLACK","M","Queens",7195,3647,3548,34.3,37.2,23.2,1.5,1.1,47935,15.9,36.3,8.1
"<18","BLACK","M","Queens",7195,3647,3548,34.3,37.2,23.2,1.5,1.1,47935,15.9,36.3,8.1
"25-44","WHITE HISPANIC","M","Queens",7195,3647,3548,34.3,37.2,23.2,1.5,1.1,47935,15.9,36.3,8.1
"45-64","WHITE HISPANIC","M","Queens",7195,3647,3548,34.3,37.2,23.2,1.5,1.1,47935,15.9,36.3,8.1
"18-24","BLACK","M","Queens",7195,3647,3548,34.3,37.2,23.2,1.5,1.1,47935,15.9,36.3,8.1
"18-24","BLACK","M","Queens",7195,3647,3548,34.3,37.2,23.2,1.5,1.1,47935,15.9,36.3,8.1
"18-24","BLACK HISPANIC","F","Queens",7195,3647,3548,34.3,37.2,23.2,1.5,1.1,47935,15.9,36.3,8.1
"<18","BLACK","M","Queens",7195,3647,3548,34.3,37.2,23.2,1.5,1.1,47935,15.9,36.3,8.1
"18-24","WHITE HISPANIC","M","Queens",7195,3647,3548,34.3,37.2,23.2,1.5,1.1,47935,15.9,36.3,8.1
"18-24","BLACK","M","Queens",7195,3647,3548,34.3,37.2,23.2,1.5,1.1,47935,15.9,36.3,8.1
"18-24","BLACK","M","Queens",7195,3647,3548,34.3,37.2,23.2,1.5,1.1,47935,15.9,36.3,8.1
"25-44","BLACK","M","Queens",7195,3647,3548,34.3,37.2,23.2,1.5,1.1,47935,15.9,36.3,8.1
"25-44","BLACK","M","Queens",7195,3647,3548,34.3,37.2,23.2,1.5,1.1,47935,15.9,36.3,8.1
"18-24","BLACK","M","Queens",7195,3647,3548,34.3,37.2,23.2,1.5,1.1,47935,15.9,36.3,8.1
"45-64","BLACK","M","Queens",7195,3647,3548,34.3,37.2,23.2,1.5,1.1,47935,15.9,36.3,8.1
"45-64","BLACK","M","Queens",7195,3647,3548,34.3,37.2,23.2,1.5,1.1,47935,15.9,36.3,8.1
"<18","BLACK","M","Queens",7195,3647,3548,34.3,37.2,23.2,1.5,1.1,47935,15.9,36.3,8.1
"18-24","BLACK","M","Queens",7195,3647,3548,34.3,37.2,23.2,1.5,1.1,47935,15.9,36.3,8.1
"18-24","BLACK","M","Queens",7195,3647,3548,34.3,37.2,23.2,1.5,1.1,47935,15.9,36.3,8.1
"25-44","BLACK","M","Queens",7195,3647,3548,34.3,37.2,23.2,1.5,1.1,47935,15.9,36.3,8.1
"25-44","BLACK","M","Queens",7195,3647,3548,34.3,37.2,23.2,1.5,1.1,47935,15.9,36.3,8.1
"25-44","WHITE HISPANIC","M","Queens",7195,3647,3548,34.3,37.2,23.2,1.5,1.1,47935,15.9,36.3,8.1
"25-44","BLACK","M","Queens",7195,3647,3548,34.3,37.2,23.2,1.5,1.1,47935,15.9,36.3,8.1
"<18","BLACK","M","Queens",7195,3647,3548,34.3,37.2,23.2,1.5,1.1,47935,15.9,36.3,8.1
"<18","BLACK","M","Queens",7195,3647,3548,34.3,37.2,23.2,1.5,1.1,47935,15.9,36.3,8.1
"18-24","BLACK","M","Queens",7195,3647,3548,34.3,37.2,23.2,1.5,1.1,47935,15.9,36.3,8.1
"18-24","BLACK","M","Queens",7195,3647,3548,34.3,37.2,23.2,1.5,1.1,47935,15.9,36.3,8.1
"<18","BLACK","F","Queens",10018,4425,5593,5.8,4.8,84.8,0,2.8,88162,8.5,34.8,7.6
"<18","BLACK","M","Queens",10018,4425,5593,5.8,4.8,84.8,0,2.8,88162,8.5,34.8,7.6
"18-24","BLACK","M","Queens",10018,4425,5593,5.8,4.8,84.8,0,2.8,88162,8.5,34.8,7.6
"18-24","BLACK","M","Queens",10018,4425,5593,5.8,4.8,84.8,0,2.8,88162,8.5,34.8,7.6
"18-24","BLACK","M","Queens",10018,4425,5593,5.8,4.8,84.8,0,2.8,88162,8.5,34.8,7.6
"25-44","BLACK","M","Queens",10018,4425,5593,5.8,4.8,84.8,0,2.8,88162,8.5,34.8,7.6
"18-24","BLACK","M","Queens",10018,4425,5593,5.8,4.8,84.8,0,2.8,88162,8.5,34.8,7.6
"25-44","BLACK","M","Queens",10018,4425,5593,5.8,4.8,84.8,0,2.8,88162,8.5,34.8,7.6
"18-24","BLACK","F","Queens",10018,4425,5593,5.8,4.8,84.8,0,2.8,88162,8.5,34.8,7.6
"25-44","BLACK","M","Queens",10018,4425,5593,5.8,4.8,84.8,0,2.8,88162,8.5,34.8,7.6
"25-44","BLACK","M","Queens",3128,1352,1776,18.5,3.6,74.4,0,1.5,83864,5.7,41.7,4.4
"18-24","WHITE","M","Queens",3128,1352,1776,18.5,3.6,74.4,0,1.5,83864,5.7,41.7,4.4
"45-64","BLACK","M","Queens",3128,1352,1776,18.5,3.6,74.4,0,1.5,83864,5.7,41.7,4.4
"<18","BLACK","F","Queens",3128,1352,1776,18.5,3.6,74.4,0,1.5,83864,5.7,41.7,4.4
"18-24","BLACK","M","Queens",3128,1352,1776,18.5,3.6,74.4,0,1.5,83864,5.7,41.7,4.4
"25-44","BLACK","M","Queens",3128,1352,1776,18.5,3.6,74.4,0,1.5,83864,5.7,41.7,4.4
"18-24","BLACK","M","Queens",3128,1352,1776,18.5,3.6,74.4,0,1.5,83864,5.7,41.7,4.4
"25-44","BLACK","M","Queens",3128,1352,1776,18.5,3.6,74.4,0,1.5,83864,5.7,41.7,4.4
"65+","BLACK","M","Queens",3128,1352,1776,18.5,3.6,74.4,0,1.5,83864,5.7,41.7,4.4
"25-44","BLACK","M","Queens",3128,1352,1776,18.5,3.6,74.4,0,1.5,83864,5.7,41.7,4.4
"25-44","BLACK","M","Queens",3128,1352,1776,18.5,3.6,74.4,0,1.5,83864,5.7,41.7,4.4
